source,post_date,summary,dpi_uid,index
NIH,202402,"The objective of the project outlined in this Notice of Funding Opportunity (NOFO) by the National Center for Complementary and Integrative Health (NCCIH) is to support mid-phase clinical trials of natural products, which include botanicals, dietary supplements, and probiotics, as well as specific nutritional regimens that standardize naturally occurring nutritional compounds. The trials aim to determine the optimal dose or formulation of a natural product for future multi-site efficacy trials or to identify patient phenotypes that are responders versus non-responders to inform future trial criteria. The research must be hypothesis-based, milestone-driven, and align with NCCIH's research priorities and mission. The NOFO specifies that the trials should not focus on single-site or multi-site efficacy or effectiveness trials, nor on natural products for cancer treatment or prevention. Applicants are required to provide preliminary data demonstrating bioavailability and measurable impact on target engagement, unless it is impractical or the mechanism of action is well understood. Additionally, the NOFO requires a Plan for Enhancing Diverse Perspectives (PEDP) and encourages early consultation with NCCIH Scientific/Research contacts.",kKm8bIPs2GEs1MKBuzqTcF+w9KrDPicod30cD46nP10=,NIH202402
NIH,202402,"The objective of the project outlined in the National Center for Complementary and Integrative Health (NCCIH) R33 Exploratory/Developmental Grants Phase II is to support early phase clinical trials of natural products, including botanicals, dietary supplements, and probiotics, that have a strong scientific premise for further clinical testing. The trials must be designed to provide scientifically useful results that inform decisions about further development or testing of the natural product. The project aims to replicate the impact of the natural product on target engagement in humans and assess the association between target engagement and functional or clinical outcomes in a patient population. Studies should also explore optimizing the impact of the natural product by examining different doses or formulations, and may combine the natural product with another treatment approach or study its impact in a more responsive target population. The trials should be hypothesis-based, milestone-driven, and align with NCCIH's research priorities and mission. The R33 funding mechanism is intended to accelerate the translation of basic science findings about natural products into early-stage clinical testing to determine whether continued clinical research is warranted. The project will not support efficacy or effectiveness trials or trials for cancer treatment or prevention.",QkB2VcwiVwUWwxTtqTY7JSdVqwgjRtrk/CipLVVy1eY=,NIH202402
NIH,202402,"The objective of the R61/R33 Exploratory/Developmental Phased Award from the National Center for Complementary and Integrative Health (NCCIH) is to support early phase clinical trials of natural products, including botanicals, probiotics, and dietary supplements, with a strong scientific premise for further clinical testing. The goal is to determine the pharmacokinetics, bioavailability, and the effect of these natural products on specific target measures in humans. The R61 phase focuses on milestone-driven testing to assess the product's mechanism of action, while the R33 phase, contingent on successful R61 outcomes, aims to replicate the impact on target engagements and assess the association with clinical outcomes in a participant population. The project encourages the design of studies to optimize the natural product's impact by examining different doses or formulations and may combine the natural product with other treatments. The ultimate aim is to accelerate the translation of basic science findings about natural products into early-stage clinical testing to inform decisions on further clinical research. This funding opportunity does not support efficacy or effectiveness trials for cancer treatment or prevention.",P8lodS+NNOazm+3NrMrBymQBCcMlOkMCQBKIzRS1meE=,NIH202402
NIH,202402,"The objective of the project under RFA-EB-21-001, ""Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional),"" is to support scientific research that aims to improve minority health and reduce health disparities. The National Institute on Minority Health and Health Disparities (NIMHD) is interested in studies that address a wide range of factors contributing to health disparities, including biological, clinical, behavioral, translational, healthcare services, health systems, and workforce development. The focus is on NIH-designated populations in the United States that experience health disparities, such as racial and ethnic minorities, socioeconomically disadvantaged groups, rural populations, persons with disabilities, and sexual and gender minorities. The NIMHD encourages research that examines the intersectionality of these factors and utilizes approaches that consider multiple domains and levels of influence. Animal studies are not supported under this funding opportunity announcement.",2SM+7IvGpIfKJBLWoWHANkkV+/4RnKvyTwbJoR7KJjY=,NIH202402
NIH,202401,,1y1Iol82aJuPmw1lQCx74a28wzPNJKApqtZcDv395XM=,NIH202401
NIH,202401,"The objective of the project outlined by the National Institute on Drug Abuse (NIDA) is to support research aimed at developing, adapting, and testing strategies to address stigma at individual, interpersonal, and structural levels experienced by people who use drugs. This research initiative seeks to understand and mitigate the negative outcomes associated with drug use stigma, such as increased drug use, reduced likelihood of seeking and completing substance use disorder (SUD) treatment, housing instability, criminal-legal issues, social isolation, and physical and mental health challenges. The project encourages applicants to explore interventions that not only combat stigma but also improve the associated negative consequences, with a focus on a wide range of outcomes.",2NwZWqExZ6xmc5qvNAzfYzIXWAz+QjHhcvKGyY0/8CY=,NIH202401
NIH,202401,"The objective of the project outlined in the National Institutes of Health (NIH) grant is to develop and test risk mitigation strategies for the safe use of Sodium-glucose co-transporter-2 inhibitors (SGLT2i) in individuals with type 1 diabetes (T1D) through the clinical integration of Continuous Ketone Monitoring (CKM) technology. SGLT2i have shown significant protective effects for cardiac and renal diseases in people with type 2 diabetes and those without diabetes, but they are not approved for T1D due to an increased risk of diabetic ketoacidosis (DKA). Despite this, SGLT2i are being prescribed off-label for T1D. The project aims to support short-term clinical trials to gain knowledge on safety and glucose control with the combined use of CKM and SGLT2i. Research will focus on testing optimal insulin delivery systems, developing clinical protocols to control elevated ketone levels, and ensuring the safe use of SGLT2i in T1D patients to allow them to benefit from the drug's protective effects.",dsRt37Z+Tb6c+0CbWjEgxWBzqzbZf0XdiKxxZM97TNY=,NIH202401
NIH,202401,"The objective of the project mentioned in the context is not explicitly stated within the provided text. The context only informs about the extension of the application due date for the funding opportunity RFA-NS-24-028, titled “BRAIN Initiative Connectivity across Scales Data Coordinating Center (BRAIN CONNECTS DCC) (U24 Clinical Trial Not Allowed)”. It details the addition of a new receipt date and the extension of the expiration date for the grant opportunity, as well as contact information for inquiries. To understand the specific objectives of the project, one would need to refer to the full text of the funding opportunity announcement.",4dBqzyqYkIUZzVqFtVLgCedRrbISEJwRoFtlI9CyjxA=,NIH202401
NIH,202401,"The objective of the project outlined in the grant is to support small business concerns (SBCs) in conducting investigator-initiated clinical trials that align with the research mission of the National Institute of Allergy and Infectious Diseases (NIAID). The grant aims to fund hypothesis-driven, milestone-driven clinical trials, with a particular encouragement for high-risk clinical studies, which are defined as those involving non-routine interventions, administration of unlicensed products, or licensed products for unapproved indications. Mechanistic studies associated with clinical trials are also encouraged. The grant seeks to improve the understanding of infectious, immunologic, and allergic diseases and to enhance prevention, diagnosis, and treatment through clinical research. The program is designed to support clinical trials that cannot or will not be conducted through existing NIAID-supported networks or infrastructure, and it provides a unique opportunity for SBCs to implement clinical trials that are well-matched with NIAID's mission and goals. The grant emphasizes the importance of following all application instructions and meeting submission deadlines, with a strong recommendation for early application to allow time for any necessary corrections.",D5Ac1GZEGI9HAGoNPqDZ7PX4V+YyfpXxU1vr1HkBaSI=,NIH202401
NIH,202401,"The objective of the project outlined in this Notice of Funding Opportunity (NOFO) by the National Institute of Allergy and Infectious Diseases (NIAID) is to support the implementation of investigator-initiated, high-risk clinical trials and associated mechanistic studies through cooperative agreements. These clinical trials should be hypothesis-driven and align with the research mission and high-priority research areas of NIAID. The NOFO emphasizes the value of mechanistic studies within clinical trials to enhance the understanding of human diseases and contribute to the development of future therapeutic modalities. The trials should address significant health concerns and have the potential to change clinical practice, community behaviors, or health care policy. The NOFO supports a single clinical trial per application, which may include multiple interventions or sequential stages, and requires detailed scientific and operational plans, including milestones and timelines for completion. The project should also comply with regulatory requirements and Good Clinical Practices, and it is expected to result in a scientifically and clinically relevant final report within the award period.",sz850qmC/U7G1lOTw0d2TS6/uIm+/0f5Gecqtr3s+38=,NIH202401
NIH,202401,"The objective of the project outlined in this National Institutes of Health (NIH) Notice of Funding Opportunity (NOFO) is to support innovative and mechanistic transdisciplinary basic research involving human subjects that will advance understanding of the neural mechanisms involved in the development and regulation of social behavior within complex and dynamic social environments and experiences, particularly focusing on social environmental risk factors relevant to Substance Use Disorders (SUDs) and comorbidities. The research aims to elucidate the mechanistic relationships between social behavioral processes and the onset, trajectory, and impact of SUDs. This NOFO specifically seeks applications for Basic Experimental Studies involving Humans (BESH) that are prospective basic science studies involving human participants, which fall within the NIH definition of a clinical trial and also meet the definition of basic research. The research should not aim to develop or test interventions or products explicitly intended to improve prevention, diagnosis, or treatment of a disease or disorder. The NOFO emphasizes the need for research that is not only mechanistic at the neurocognitive level but also designed to interrogate social behavior at multiple levels with methods that capture the complexity of social behavior in contexts that model the complex, dynamic environments that shape it.",KRIFI3TGYeJ/KNGfF+rCwWCZ5aIKg2TnLMn43cdPXec=,NIH202401
NIH,202401,"The objective of the project outlined in this National Institutes of Health (NIH) Notice of Funding Opportunity (NOFO) is to encourage applications for research that investigates the underlying neural mechanisms of social behavior in the context of Substance Use Disorders (SUDs) and comorbidities. The research should be mechanistic and transdisciplinary, focusing on how social behavior interacts with the onset, trajectory, and impact of SUDs. The NOFO supports basic or early translational studies, which may include mechanistic clinical trials, observational studies, or secondary analysis of human data, but not studies designed to test the safety or efficacy of interventions or those involving animal models. The research aims to advance fundamental knowledge about the development and regulation of social behavior as influenced by complex and dynamic social environments and experiences, with a particular emphasis on social-environmental risk factors relevant to SUDs. The NOFO also requires a Plan for Enhancing Diverse Perspectives (PEDP) in the research.",ypvrFfMrVP1EDy2CBx4BtOWNNPK8GUMCveCvxy+AYGo=,NIH202401
NIH,202401,"The objective of the project outlined in this NIH/NIDA R01 Research Project Grant is to encourage innovative transdisciplinary research using non-human animal models to investigate the neural mechanisms underlying social behavior and its connection to Substance Use Disorders (SUDs) and comorbidities. The research aims to integrate social/cognitive neuroscience with other fields to develop testable conceptual or computational models that provide mechanistic insights into social behavior. This includes understanding how social behavior influences the onset, trajectory, and impact of SUDs. The grant supports basic or translational research, excluding studies involving human subjects, which should be submitted under companion NOFOs. The research should address gaps in knowledge about social cognitive function and neurobehavioral phenotypes relevant to SUDs, with a focus on environmental variables relevant to SUDs, the effects of substance use on social behavior, and the relationship between social behavioral processes and SUD-relevant behavioral phenotypes.",9iR6g9Px2rWULhPZXbi9awNQyIV30wDhDWu2NwsChWk=,NIH202401
NIH,202401,"The objective of the project outlined in this notice of funding opportunity (NOFO) by the National Institute on Drug Abuse (NIDA) is to encourage Small Business Technology Transfer (STTR) grant applications from small business concerns (SBCs) for research projects aimed at commercialization. The focus is on harnessing artificial intelligence (AI) and machine learning (ML) tools, along with polypharmacology, to identify pharmacotherapeutics with lower toxicity and higher efficacy for the prevention or treatment of substance use disorders (SUDs). The project seeks to leverage AI/ML to streamline the drug discovery process, enhance decision-making, and accelerate the identification of effective pharmacotherapeutics for SUDs. The research will involve identifying promising targets, designing ligands, and guiding in vitro and in vivo assays to assess the effects on biological targets and functions. The ultimate goal is to improve the success rate of therapeutic candidates and reduce the high-cost, high-risk, and time-consuming nature of drug discovery and development, particularly for complex conditions like SUDs that may involve polysubstance use and require a multi-targeted therapeutic approach.",qEkF/X/VQAkalKVjnOay0pApk+CmwqW8aeF6Yw+1p0o=,NIH202401
NIH,202401,"The objective of the project outlined in this grant is to utilize artificial intelligence (AI) and machine learning (ML) tools, along with polypharmacology, to identify pharmacotherapeutics with lower toxicity and higher efficacy for the prevention or treatment of substance use disorders (SUDs). The project aims to address the high failure rate of therapeutic candidates in clinical trials by leveraging AI/ML to streamline drug discovery, reduce clinical failure rates, and accelerate the process. The research will focus on identifying novel targets, designing new molecules, and conducting virtual preclinical studies to develop drugs that can act on multiple targets within unique disease pathways. The ultimate goal is to enhance decision-making, improve the identification of promising pharmacotherapeutic candidates, and guide the assessment of these candidates through in vitro and in vivo assays, thereby advancing the commercialization of effective treatments for SUDs.",rsxg8tPOOHcgFqJUzQRuF6lCnLXPCMnLztg6W24REKs=,NIH202401
NIH,202401,,oAr0WXLU0JD771YW64HVV2wlnXoDhMEYRavm+0cajcA=,NIH202401
NIH,202401,"The objective of the project outlined in this Notice of Funding Opportunity (NOFO) by the National Institute of Allergy and Infectious Diseases (NIAID) is to support research that enhances the understanding of trained immunity, which is a form of innate immune memory. The research aims to investigate the basic mechanisms and biomarkers associated with trained immunity and its functional implications in various contexts, including immune system development and function, response to vaccines or natural infections, and allergic diseases, autoimmunity, or organ/tissue/cell transplantation rejection. The goal is to fill knowledge gaps and advance the scientific understanding of how trained immunity can be influenced by different agents and how it can be harnessed to improve health outcomes. The NOFO encourages applications that align with NIAID’s mission to better understand and address infectious and immune-mediated diseases.",SuMlO3b286W/BGRT98uVNve5hahXb6N6VmTQubcpjGE=,NIH202401
NIH,202401,"The objective of the project outlined in this notice of funding opportunity (NOFO) is to advance radiation research by supporting the identification of biomarkers of injury and the development of assays or devices for triage purposes. These tools are intended to assess absorbed radiation doses or predict health outcomes of acute or delayed injuries resulting from radiation exposure during public health emergencies. The ultimate goal is to achieve future regulatory approval for these approaches. The research supported by this NOFO will focus on early- to mid-stage development of biological signatures using post-irradiation data for triage, dose assessment, or prediction of radiation exposure outcomes. This initiative is part of the Radiation and Nuclear Countermeasures Program's mission to develop methods to diagnose, mitigate, and treat radiation injuries in the event of a mass casualty radiological or nuclear incident. The NOFO seeks to fund research that will lead to rapid, reliable, inexpensive, and easy-to-use techniques or assays and devices that can be used across all segments of the civilian population, including vulnerable groups such as the elderly, children, and the immunocompromised.",a3KxQxU5Hz8x32pkH/+8B/btvYl/r3UGhLFqhLE43/g=,NIH202401
NIH,202401,"The objective of the R21 Exploratory/Developmental Research Grant, as outlined in this Notice of Funding Opportunity (NOFO) by the National Institute of Allergy and Infectious Diseases (NIAID), is to fund research projects that enhance the understanding of trained immunity, also known as innate immune memory. The research aims to explore the basic mechanisms and biomarkers of trained immunity and its functional implications in various contexts, including immune system development and function, responses to vaccines or natural infections, and conditions such as allergic diseases, autoimmunity, or organ/tissue/cell transplantation rejection. The ultimate goal is to advance knowledge in these areas to improve treatments and preventative strategies for infectious and immune-mediated diseases. This NOFO encourages exploratory studies that may include descriptive work to define immune signatures and phenotypes associated with trained immunity, and it is open to a wide range of applicants, including higher education institutions, nonprofits, for-profit organizations, and government entities, both domestic and foreign.",8yk389vPet6ch0J2tPoioXoQbANByfaUXE+e6TFCzD0=,NIH202401
NIH,202401,"The objective of the project supported by the National Center for Complementary and Integrative Health (NCCIH) is to provide administrative supplements to NCCIH-funded awards to enable complementary health practitioners to gain intensive, supervised research experience. This initiative aims to enhance the understanding and practical skills of these practitioners in complementary and integrative health research. By participating in this research experience, complementary health practitioners, such as licensed acupuncturists, massage therapists, chiropractic doctors, and others, are expected to develop research skills that will benefit the complementary health research community. The program encourages these practitioners to engage in NIH-supported research training or other research opportunities in the future. The experience includes proposing and working on a research project within the scope of an existing parent grant, participating in research group meetings, seminars, and mentoring sessions. The ultimate goal is to integrate the unique insights of complementary health practitioners into the research enterprise and foster a collaborative environment that supports the advancement of complementary and integrative health research.",Z9DwsOZwhNnpV1+Yu438VXU3anfqneSdnm7Q3uFygfU=,NIH202401
NIH,202401,"The objective of the project outlined in the Notice of Funding Opportunity (NOFO) by the National Institutes of Health (NIH) is to provide continued support for specific pathogen-free (SPF) macaque colonies that are critical for Human Immunodeficiency Virus (HIV)/Acquired Immunodeficiency Syndrome (AIDS) research. These colonies, previously funded under PAR-21-089 and PAR-18-669, are essential for breeding SPF macaques that are free of certain viruses which could interfere with HIV/AIDS research or pose risks to personnel. The SPF macaques are also genetically characterized for major histocompatibility complex (MHC) class I types, which is crucial for understanding immune responses to Simian Immunodeficiency Virus (SIV) and HIV. The NOFO aims to ensure that researchers have access to these vital animal models for their studies, which include investigating viral pathogenesis, vaccine development, and other prevention strategies. The project emphasizes the production of SPF, MHC-characterized Indian-origin rhesus macaques, and supports smaller numbers of SPF pigtail macaques for specialized research purposes. The NOFO invites applications for the continued support of these breeding colonies, with the goal of maintaining a consortium of ORIP-funded resources to provide SPF macaques for NIH-funded HIV/AIDS research.",7wqmXU+imluQcpy1yB/kfQi3v/G9GhhTFhpyYCI2Xfg=,NIH202401
NIH,202401,"The objective of the International Research Scientist Development Award (IRSDA) is to support and provide protected time for advanced postdoctoral U.S. research scientists and recently-appointed U.S. junior faculty to engage in intensive, mentored research career development experiences in low- or middle-income countries (LMICs). The program aims to foster an independently-funded research career focused on global health. The IRSDA offers opportunities for mentored global health research in LMIC settings and aims to establish long-term research collaborations that strengthen global health research. The award supports research and career development activities relevant to the health priorities of the LMIC under the mentorship of both LMIC and U.S. mentors. The program is designed for applicants proposing research that does not involve leading an independent clinical trial, a clinical trial feasibility study, or an ancillary study to a clinical trial. Recipients are expected to spend a significant portion of the project period conducting research in the LMIC, enhancing their collaborative research skills, and becoming competitive for new research project grant funding.",H6EO1vlrLLzDv03/a+FTN+an6X9XICM+y6h49e2BxaY=,NIH202401
NIH,202401,"The objective of the project outlined in the National Institutes of Health (NIH) U01 Research Project – Cooperative Agreements by the National Institute of Neurological Disorders and Stroke (NINDS) is to facilitate the clinical validation of promising biomarkers for neurological and neuromuscular disorders. The project aims to establish the clinical sensitivity and specificity of these biomarkers in line with FDA guidelines, assuming that a candidate biomarker has been identified, its detection method technology has been developed and analytically validated, and the research and/or clinical need and potential context of use has been determined. The project emphasizes the importance of diverse perspectives in research teams to foster innovation and public trust, and it requires applicants to submit a Plan for Enhancing Diverse Perspectives (PEDP). The project seeks to address the gap in biomarker validation to improve public health, particularly for disorders of the nervous system, by supporting rigorous clinical validation of biomarker detection methods for specified contexts of use.",DLmvlzYVCVkeDZV1xUfG0n+7bA1zr9rIRYITCKyInss=,NIH202401
NIH,202401,"The objective of the project outlined in this National Institutes of Health (NIH) funding opportunity is to advance the analytical validation of biomarker detection methods for neurological and neuromuscular disorders, to be used in clinical trials or clinical practice. The project aims to rigorously evaluate the accuracy, precision, sensitivity, and specificity of these methods across multiple sites and operators, and to establish reference intervals and quality control procedures. Applicants must demonstrate the need for the biomarker(s) and specify the context(s) of use, which could range from therapeutic target engagement to facilitating clinical care decisions. The project encourages multi-site collaboration and requires a Plan for Enhancing Diverse Perspectives (PEDP) to promote inclusivity and diverse scientific workforce benefits. The ultimate goal is to fill the gap in biomarker validation, thus improving public health by facilitating the development of therapeutics for nervous system disorders.",EFYumLjjLwr+deUuy9xLZqkuwD6PRA3HhVf7cUs5L1Y=,NIH202401
NIH,202401,"The objective of the project outlined in the National Institutes of Health (NIH) National Institute of Neurological Disorders and Stroke (NINDS) U44 Small Business Innovation Research (SBIR) Cooperative Agreements - Fast Track is to facilitate the clinical validation of promising biomarkers for neurological and neuromuscular disorders. The project aims to establish the clinical sensitivity and specificity of these biomarkers in accordance with FDA guidelines, assuming that a candidate biomarker has been identified, its detection method technology developed and analytically validated, and the research and/or clinical need and potential context of use has been determined. The project encourages rigorous clinical validation of biomarker measurements within the relevant clinical population. It also requires a Plan for Enhancing Diverse Perspectives (PEDP) to ensure diverse scientific workforce and public trust in research. The NOFO supports research to conduct clinical validation of a biomarker or biomarker signature for one or two specified contexts of use, with the premise that the biomarker has undergone preliminary testing showing sufficient clinical sensitivity and specificity. The project will also involve optimizing and standardizing the detection method and testing analytic and pre-analytic variables to reduce variability in biomarker measurement. This initiative is designed to address the gap in biomarker validation to improve public health, particularly for disorders of the nervous system.",Kc+DQ4nnXtMMCTGCHJLWHoqzXb6ExKRinUpXKjnRm+s=,NIH202401
NIH,202401,"The objective of the project outlined in the National Institutes of Health (NIH) U01 Research Project – Cooperative Agreements by the National Institute of Neurological Disorders and Stroke (NINDS) is to advance the analytical validation of biomarker detection methods for neurological and neuromuscular disorders. The project aims to support the development of biomarkers that can be reliably used in clinical trials or clinical practice. Applicants are required to demonstrate the need for the biomarker(s) and describe the context(s) in which they will be used. The project will fund activities that optimize and evaluate the detection method's accuracy, precision, reportable range, and sensitivity across multiple sites and operators. It also involves establishing reference intervals and quality control procedures. The project encourages multi-site collaborations and requires a Plan for Enhancing Diverse Perspectives (PEDP) to ensure inclusivity and diverse scientific workforce participation. The ultimate goal is to improve public health by facilitating the progression of biomarkers from discovery to robust analytical and clinical validation, thereby aiding in the development of therapeutics for nervous system disorders.",LjKNmGj7DiWKLm5Pxmp/P2CqQxtr3RqDHa7Bre2eU4Y=,NIH202401
NIH,202401,"The objective of the project mentioned in the notice of funding opportunity (NOFO) is to extend the PAR-21-234 ""NINDS Faculty Development Award to Promote Diversity in Neuroscience Research (K01 Independent Clinical Trial Not Allowed)"" by one additional council round. This extension includes new application due dates for various types of submissions, including non-AIDS and AIDS-related applications. The purpose of the award is to support faculty development and promote diversity in neuroscience research. The NOFO encourages early applications to allow time for correction of any errors before the due dates. All other aspects of the original NOFO remain unchanged, and inquiries can be directed to the specified contacts at the National Institute of Neurological Disorders and Stroke (NINDS).",bjwu7gR9y4bZW6latGxrvU9hlWR1McQCHdRUiaPpWbA=,NIH202401
NIH,202401,"The objective of the project mentioned in the context is to extend the funding opportunity PAR-21-328, known as the ""Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed)."" This extension allows applicants additional time to submit their applications for a program designed to support the career transitions of clinician-scientists within the National Institute of Neurological Disorders and Stroke (NINDS). The extension adds one additional council round for submissions, with new due dates for applications and resubmissions, and extends the expiration date of the notice of funding opportunity to November 13, 2024. All other aspects of the original funding opportunity remain the same.",alXaY+5mncazSQ6hAsaw2OYIdxfX2q5oecJZxau9Xi0=,NIH202401
NIH,202401,"The objective of the project outlined in the National Institutes of Health (NIH) National Cancer Institute (NCI) R01 Research Project Grant is to support research in cancer control and population sciences. The grant aims to advance cancer research across a variety of scientific areas, including statistical and analytic methods, epidemiology, cancer survivorship, cancer-related behaviors and behavioral interventions, health care delivery, digital health and data science, and implementation science. The NOFO emphasizes the importance of novel scientific ideas that could significantly impact the field of cancer research. It also highlights the challenges faced by early-stage investigators (ESIs) in securing funding and the need to support these individuals to foster a diverse range of research topics and scientific challenges within the population sciences. The grant encourages applications that address high-priority topics for the Division of Cancer Control and Population Sciences (DCCPS) and seeks to reduce the risk, incidence, and deaths from cancer while enhancing the quality of life for cancer survivors.",qCESnCYkM2R3n2m+qezmqbaTb7aP62ngzQhWRXwHmeQ=,NIH202401
NIH,202401,"The objective of the International Research Scientist Development Award (IRSDA) is to support and provide protected time for advanced postdoctoral U.S. research scientists and recently-appointed U.S. junior faculty to engage in intensive, mentored research career development experiences in low- or middle-income countries (LMICs). The program aims to foster an independently-funded research career focused on global health. The IRSDA encourages applications from postdoctoral research scientists and junior faculty in any health-related discipline who propose career development activities and a research project relevant to the health priorities of the LMIC. The program is designed for applicants proposing to lead an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial as part of their research and career development. The award provides opportunities for mentored global health research in LMIC settings and aims to establish long-term research collaborations that strengthen global health research. Awardees are expected to spend a significant portion of their time in the LMIC, enhancing their collaborative research skills, research methodology, data management, and other relevant competencies, with the ultimate goal of launching independent global health research careers and becoming competitive for new research project grant funding.",MHv+PfO/yWGgnrmSwty8N9DYy8x2Q4UGGJSlgPa6NBM=,NIH202401
NIH,202401,"The objective of this National Institutes of Health (NIH) and National Institute on Drug Abuse (NIDA) funding opportunity is to support high-impact research that addresses the intersection of HIV and substance use. The research projects should aim to open new areas of HIV/AIDS research and lead to novel prevention, treatment, and cure strategies for HIV among individuals who use addictive substances. The scope of the research includes basic science, epidemiologic, clinical, intervention, and implementation research related to HIV in people with substance use and substance use disorders (SUDs). The initiative is specifically designed for interdisciplinary teams of three to six Principal Investigators/Directors (PD/PIs) who will collaborate on a single, focused, and transformative research goal that is challenging and cannot be addressed by individual efforts alone. The research should align with NIDA and NIH HIV research priorities and produce significant advances within a five-year award period. The NOFO emphasizes the importance of diverse perspectives and requires a Plan for Enhancing Diverse Perspectives (PEDP) as part of the application. The funding opportunity is not intended for projects that merely expand existing research programs or focus solely on new technology or infrastructure development.",y8sFETicdLwa5r3eM35pgwFF8cueK7k+cbX4F1DG1xM=,NIH202401
NIH,202401,"The objective of the project outlined in the grant is to develop or enhance technological tools to improve the diagnosis, assessments, interventions, management, and outcomes for individuals with Down syndrome (DS) across all age groups. Recognizing that most existing technologies are designed for adults with typical cognitive and motor functions, this initiative seeks to address the gap in valid and reliable tools for those with intellectual and developmental disabilities (IDD), specifically focusing on DS. The project is part of the INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Project, which aims to expand research on DS and associated co-occurring conditions, as well as to increase the number of researchers in this field. The grant encourages the development of digital technologies and mobile health (mHealth) solutions that align with the INCLUDE Project Research Plan. It emphasizes the importance of sharing resources and data rapidly and encourages the use of innovative data analytics approaches. The project also encourages the enrollment of research subjects with DS in the DS patient registry and the use of designated biorepositories for broad data sharing.",C0XUhjl6NHMqq06iwN53gy0SMnW8hOgbBAdg4CPSJgE=,NIH202401
NIH,202401,"The objective of the project described in the notice is to extend the application period for three related funding opportunities under the Innovation Grants to Nurture Initial Translational Efforts (IGNITE) program. These opportunities are aimed at advancing neurotherapeutic agent characterization, in vivo efficacy studies, the development and validation of model systems to facilitate neurotherapeutic discovery, and assay development for neurotherapeutic agent identification. The extension allows for one additional council round of review and award cycles, with new application and resubmission/revision due dates set for October 21, 2024, and an expiration date of October 22, 2024. The purpose of these grants is to support the early stages of drug development, including the identification and characterization of new therapeutic agents for neurological disorders, with the ultimate goal of moving promising agents into clinical testing.",c4hzObbZs+H0ulAQvk5bnW7lcJkomqjJNQHCTpYiJQ4=,NIH202401
NIH,202401,"The objective of the project mentioned in the context is to provide an extension for applicants to the PAR-21-327 “Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required)”. This extension allows for one additional council round of funding opportunity, with new due dates for applications and resubmissions set for October and November 2024, respectively. The extension aims to support the career transition of clinician-scientists within the NINDS intramural program who are required to conduct clinical trials. The expiration date for this notice of funding opportunity has been moved to November 13, 2024, and all other aspects of the NOFO remain the same.",qLCI94ARQFZpyVzbSfqTEYN4vnuyaXYfrpc2WwaGUA4=,NIH202401
NIH,202401,"The objective of the project under PAR-21-237 “NINDS Efficacy Clinical Trials (UG3/UH3 Clinical Trial Required)"" is to support clinical trials that investigate the efficacy of interventions for neurological disorders within the mission of the National Institute of Neurological Disorders and Stroke (NINDS). The notice informs applicants about the extension of the funding opportunity, providing additional dates for new applications, resubmissions, renewals, and AIDS-related applications, with the new expiration date set for January 9, 2025. The aim is to facilitate the continuation and submission of research proposals that contribute to the understanding and treatment of neurological conditions. All other aspects of the Notice of Funding Opportunity remain the same, ensuring that the core goals and requirements for applicants are consistent with the original announcement.",MIWy+Ma39UMdcMngXNGvNHHMA/dIZsfu8AhZIguuTyI=,NIH202401
NIH,202401,"The objective of the project referenced in the notice is to solicit research applications for the RFA-DA-22-040, High Priority HIV and Substance Use Research (R01 Clinical Trial Optional). The notice informs applicants of an additional application receipt date in 2024, extending the expiration date for submissions to August 2, 2024. This extension provides applicants with more time to prepare and submit their applications, ensuring they have the opportunity to correct any errors before the due date. The research sought by this grant is aimed at addressing high-priority areas in HIV and substance use research. All other details and requirements of the Notice of Funding Opportunity (NOFO) remain unchanged.",IGxtjUgN0KYxzSZmFEWP4eonGArBACztm/yqnw1djeY=,NIH202401
NIH,202401,"The objective of the project outlined in this Notice of Funding Opportunity (NOFO) by the National Human Genome Research Institute (NHGRI) is to establish a Genomic Medicine eConsult Research Network, which will consist of 2-3 sites working collaboratively with NHGRI. The aim is to conduct research on the impact and methods for implementing regional clinician-to-clinician genomic medicine electronic consult (eConsult) services. The research will focus on designing, implementing, and sustaining these services, with an emphasis on outreach to potential users, including those in underserved settings, and assessing the impact on key stakeholders. The project seeks to develop successful strategies and resources for implementation that can be broadly shared and adopted. The eConsult services are expected to handle at least 1000 eConsult requests per year at full capacity and must include at least two medically underserved populations/areas. The research will utilize implementation science frameworks to guide the development of the services and will engage in continuous improvement through stakeholder feedback. The project will also explore sustainability options beyond the funding period and develop tools for dissemination to other institutions.",tun/WgFXsavzgoc7eowBZAlcs1D4+edCE5RI32yFNUA=,NIH202401
